code	string
862	, c
863	cha
864	asin
865	ng 
866	 v
867	vali
868	idat
869	tion,
870	, b
871	be
872	ein
873	ng v
874	very
875	y an
876	nxi
877	ious
878	s abo
879	out
880	t th
881	heir
882	r a
883	app
884	pea
885	ara
886	anc
887	ce
888	e on
889	nl
890	line
891	e a
892	and 
893	 off
894	fl
895	line 
896	 and f
897	fee
898	eli
899	ing t
900	that 
901	 they
902	y ca
903	an'
904	't
905	t d
906	dis
907	sco
908	onn
909	nec
910	ct 
911	 -
912	- b
913	bec
914	cau
915	use
916	e t
917	that w
918	wi
919	ill
920	l b
921	be 
922	 see
923	en a
924	as s
925	socia
926	ally 
927	 da
928	ama
929	agi
930	ing.
931	."
932	"A
933	Al
934	lt
935	tho
936	oug
937	gh 
938	 mos
939	st 
940	 soci
941	ial m
942	medi
943	ia p
944	pla
945	atf
946	form
947	ms 
948	 ha
949	ave
950	e a 
951	 mi
952	ini
953	imu
954	um
955	m a
956	age
957	e l
958	lim
959	mit
960	t o
961	of 
962	 1
963	13
964	3,
965	, t
966	the r
967	repo
968	ort 
969	 said 
970	 thr
971	ree
972	e-
973	-q
974	qu
975	ua
976	art
977	ter
978	rs
979	s of 
980	 child
981	dre
982	en ag
983	ged 
984	 10
985	0 
986	 to 
987	 12
988	2 a
989	alr
990	read
991	dy 
992	 had
993	d a
994	acc
995	cou
996	unt
997	ts.
998	.M
999	Ms 
1000	 Lo
1001	ongf
1002	fiel
1003	ld s
1004	sai
1005	id s
1006	she w
1007	was
1008	s s
1009	su
1010	ur
1011	rp
1012	pri
1013	ise
1014	ed a
1015	at 
1016	 ho
1017	ow 
1018	 childr
1019	ren v
1020	vi
1021	iew
1022	we
1023	ed s
1024	social
1025	l med
1026	dia 
1027	 di
1028	iff
1029	fer
1030	rent
1031	tl
1032	ly 
1033	 as
1034	s th
1035	hey 
1036	 gr
1037	rew
1038	w o
1039	olde
1040	er.
1041	.Y
1042	Yo
1043	oun
1044	nge
1045	er c
1046	child
1047	dren
1048	n u
1049	use 
1050	 socia
1051	al m
1052	media
1053	a f
1054	for "
1055	"f
1056	fu
1057	un 
1058	 fa
1059	ami
1060	ily
1061	y r
1062	reas
1063	son
1064	ns
1065	s" b
1066	bu
1067	ut 
1068	 it
1069	t b
1070	beco
1071	ome
1072	es a
1073	an 
1074	 "a
1075	ava
1076	ala
1077	anch
1078	he o
1079	of p
1080	pres
1081	ssu
1082	ure
1083	e"
1084	" b
1085	by
1086	y th
1087	he t
1088	tim
1089	me t
1090	they g
1091	get 
1092	 to s
1093	seco
1094	ondar
1095	ry 
1096	 schoo
1097	ol 
1098	 age
1099	e,
1100	, s
1101	she s
1102	said
1103	d.
1104	.P
1105	Pa
1106	aren
1107	nt T
1108	Tr
1109	rev
1110	vo
1111	or s
1112	said 
1113	 his
1114	s 1
1115	12-
1116	-ye
1117	ear
1118	r-
1119	-ol
1120	ld t
1121	tw
1122	win
1123	n d
1124	dau
1125	ug
1126	ght
1127	ters
1128	s h
1129	had
1130	d mo
1131	oved
1132	d sc
1133	chools
1134	s as
1135	s a 
1136	 re
1137	esu
1138	ult
1139	t of
1140	f t
1141	the p
1142	press
1143	sur
1144	re 
1145	 fro
1146	om s
1147	social 
1148	 med
1149	dia,
1150	, bu
1151	ut a
1152	ad
1153	dm
1154	mits
1155	s the
1156	ey "
1157	"ca
1158	an't
1159	t w
1160	wal
1161	lk
1162	k 
1163	 aw
1164	way
1165	y"
1166	" f
1167	fro
1168	om i
1169	it.
1170	.He
1171	e to
1172	old 
1173	 B
1174	BBC
1175	C R
1176	Ra
1177	adi
1178	io 
1179	 5
1180	5 
1181	 Li
1182	iv
1183	ve:
1184	: 
1185	 "I
1186	I 
1187	 ca
1188	an't 
1189	 say
1190	y to 
1191	 them
1192	m '
1193	'y
1194	yo
1195	ou 
1196	 can
1197	n'
1198	't 
1199	 u
1200	use t
1201	that'
1202	',
1203	, wh
1204	hen 
1205	 I
1206	I u
1207	use i
1208	it"
1209	".
1210	.He 
1211	 said t
1212	tea
1213	ach
1214	her
1215	rs 
1216	 la
1217	ack
1218	ked
1219	d the
1220	e s
1221	ski
1222	ills
1223	s to 
1224	 ed
1225	du
1226	uca
1227	ate
1228	e c
1229	childr
1230	ren a
1231	and s
1232	said t
1233	the a
1234	appr
1235	roac
1236	ch b
1237	by 
1238	 po
1239	oli
1240	iti
1241	ic
1242	cian
1243	ns 
1244	 was
1245	s "
1246	"d
1247	disa
1248	appo
1249	oi
1250	inti
1251	ing"
1252	".I
1253	Iz
1254	zz
1255	zy
1256	y,
1257	, a
1258	a 1
1259	17
1260	7-
1261	-yea
1262	ar-o
1263	old p
1264	pup
1265	pil
1266	l f
1267	from
1268	m B
1269	Br
1270	rist
1271	tol
1272	l, 
1273	 said s
1274	she wa
1275	as "
1276	"j
1277	ju
1278	udg
1279	ged a
1280	at e
1281	ev
1282	very 
1283	 cor
1284	rne
1285	er"
1286	" o
1287	on so
1288	ocia
1289	al me
1290	edia,
1291	, af
1292	ft
1293	ter 
1294	 fir
1295	rst
1296	t se
1297	ee
1298	eing
1299	g t
1300	the pl
1301	lat
1302	tf
1303	forms
1304	s b
1305	bei
1306	ing u
1307	used
1308	d b
1309	by h
1310	her 
1311	 ol
1312	lde
1313	er co
1314	ous
1315	sin
1316	ns.
1317	."B
1318	Be
1319	eing 
1320	 ex
1321	xp
1322	pos
1323	sed
1324	d to
1325	o a
1326	all t
1327	thi
1328	is 
1329	 ad
1330	dul
1331	lt 
1332	 st
1333	tu
1334	uf
1335	ff 
1336	 hap
1337	ppe
1338	ens
1339	s v
1340	very q
1341	qui
1342	ick
1343	kl
1344	ly,
1345	," 
1346	 sh
1347	he to
1348	old 5
1349	5 L
1350	Li
1351	ive
1352	e.
1353	.Ms
1354	s Lo
1355	ongfi
1356	iel
1357	ld sa
1358	aid 
1359	 social
1360	l medi
1361	ia pr
1362	rov
1363	vid
1364	ded
1365	d "
1366	"g
1367	gr
1368	reat
1369	t be
1370	ene
1371	efi
1372	its
1373	s" t
1374	to c
1375	childre
1376	en b
1377	but
1378	t wa
1379	as a
1380	als
1381	so 
1382	 exp
1383	posi
1384	ing th
1385	hem 
1386	 to "
1387	"si
1388	ign
1389	nif
1390	fica
1391	ant
1392	t r
1393	risk
1394	ks 
1395	 emo
1396	oti
1397	iona
1398	ally"
1399	".S
1400	Sh
1401	he c
1402	cal
1403	lle
1404	ed on
1405	n t
1406	the g
1407	gov
1408	vern
1409	nme
1410	ent 
1411	 to i
1412	intr
1413	rod
1414	duc
1415	ce 
1416	 com
1417	mpu
1418	uls
1419	sor
1420	ry d
1421	dig
1422	gi
1423	ita
1424	al l
1425	lit
1426	tera
1427	acy
1428	y and
1429	d o
1430	onli
1431	ine
1432	e r
1433	res
1434	sil
1435	lie
1436	enc
1437	ce l
1438	les
1439	sso
1440	ons
1441	s fo
1442	or y
1443	yea
1444	ar 
1445	 si
1446	ix
1447	x 
1448	 and s
1449	sev
1450	ven
1451	n pu
1452	upi
1453	ils,
1454	, so
1455	o t
1456	that t
1457	they l
1458	lea
1459	arn
1460	n ab
1461	bou
1462	ut t
1463	the "
1464	"e
1465	emo
1466	otio
1467	ona
1468	al s
1469	sid
1470	de 
1471	 of s
1472	social m
1473	media"
1474	".P
1475	Par
1476	rents
1477	s sh
1478	houl
1479	ld a
1480	also
1481	o pr
1482	repa
1483	are t
1484	their
1485	r c
1486	children
1487	n,
1488	, sh
1489	he s
1490	said,
1491	, by
1492	y "
1493	"h
1494	hel
1495	lp
1496	pin
1497	ng t
1498	their 
1499	 childre
1500	en n
1501	nav
1502	vig
1503	ga
1504	ate 
1505	 the 
1506	 emot
1507	tiona
1508	al r
1509	rol
1510	ller
1511	rc
1512	coa
1513	ast
1514	ter"
1515	" of
1516	f th
1517	he n
1518	neg
1519	gat
1520	tiv
1521	ve a
1522	asp
1523	pec
1524	cts 
1525	 of so
1526	ocial
1527	l media
1528	a.
1529	.The
1530	e re
1531	epo
1532	ort s
1533	sp
1534	pok
1535	ke 
1536	 to 3
1537	32
1538	2 c
1539	children 
1540	 in
1541	n e
1542	eight
1543	t f
1544	foc
1545	cu
1546	us 
1547	 gro
1548	oup
1549	ps
1550	s,
1551	, ag
1552	ged e
1553	eight 
1554	 to 1
1555	12,
1556	, an
1557	nd f
1558	foun
1559	nd s
1560	som
1561	me s
1562	say
1563	yi
1564	ing:
